Unnamed: 0,hostname,phagename,infection,k3dist,k6dist,GCdiff,Homology,pairs,data,Codon_Frq_Slope,Codon_Frq_R2,Codon_Frq_Cosine,AA_Frq_Slope,AA_Frq_R2,AA_Frq_Cosine,RSCU_Slope,RSCU_R2,RSCU_Cosine,virusTAAI_hosttRNA,virusTAAI_totaltRNA,virusTCAI_hosttRNA,virusTCAI_totaltRNA
2840,Escherichia_coli,NC_025448,Inf,0.154130670910937,0.25364806519686,-15.285053981024,1,NC_025448:Escherichia_coli,NCBI_HR,0.8533123471886019,0.4215632832600731,0.14236915031078967,0.9553541225873053,0.31868037226551305,0.13105152289753375,0.43981288071438385,0.5802734690407433,0.6180058022734466,0.0487947111683501,0.26695997487749545,0.06164847092126913,0.3674915276761094
2841,Escherichia_coli,NC_025425,Inf,0.106999135937348,0.202358540194492,-10.2218973271189,0,NC_025425:Escherichia_coli,NCBI_HR,0.4390644948736542,0.44128124529722557,0.9900664862311748,0.9866929340608992,0.414707606180849,0.08702559234312524,0.2141313674974935,0.06005451460946576,0.750583304806603,0.6668410542509221,0.019471060526696005,0.6451077122552503,0.6613248356885489
2842,Escherichia_coli,NC_025419,Inf,0.153859125867815,0.25307710390525,-15.3967200250192,1,NC_025419:Escherichia_coli,NCBI_HR,0.4831125877418714,0.25738962363736895,0.7149547213451062,0.6316121701797658,0.4596783689258743,0.979464595508461,0.5053107930221465,0.428645955064233,0.1228367639711071,0.9027025048662033,0.04207574719939655,0.4555937354420828,0.5102452632092764
2843,Enterococcus_faecium,NC_025467,Inf,0.240272652460642,0.343738282755882,-5.39444366087917,0,NC_025467:Enterococcus_faecium,NCBI_HR,0.3146593707126317,0.6392273376554389,0.2047579476972281,0.739930221712551,0.37966277520242553,0.7471122074763478,0.07439106177120947,0.5090496546375268,0.39092109982382495,0.3797571354213116,0.20395711555029916,0.6470246536808351,0.199206676605032
2844,Enterococcus_faecalis,NC_025465,Inf,0.267372179637034,0.286980247205165,-3.03988104104447,1,NC_025465:Enterococcus_faecalis,NCBI_HR,0.16530695840008636,0.8422402546433212,0.7885529444550937,0.027195847150174424,0.5005185146880279,0.87397120378801,0.6713203487800927,0.4886040438967749,0.2582539651835536,0.31073893555628185,0.8819798977278002,0.37894105822755697,0.49560932243852096
2845,Acinetobacter_baumannii,NC_025462,Inf,0.288601379688902,0.313442341616473,-1.69309133267748,0,NC_025462:Acinetobacter_baumannii,NCBI_HR,0.3085067500459908,0.17523938743099743,0.2771902275182523,0.05774081809183662,0.5306253163191856,0.10305224388041756,0.7136498878229888,0.8124155649632854,0.6740252253627715,0.8460396437611557,0.06387364333032841,0.14221396058294444,0.7428942319958687
2846,Aeromonas_hydrophila,NC_025459,Inf,0.225046554796876,0.276035453866719,-8.72204151094094,0,NC_025459:Aeromonas_hydrophila,NCBI_HR,0.9277971756170081,0.8797921282340245,0.48147150931261795,0.7062428354938535,0.11573816995988306,0.45328201565671544,0.7108662669734089,0.5435607114885879,0.46399782484700247,0.4902762303861452,0.02828706413576232,0.9300517815550295,0.98344451992012
2847,Acinetobacter_baumannii,NC_025457,Inf,0.451723797736401,0.409023603443678,2.20340811581939,0,NC_025457:Acinetobacter_baumannii,NCBI_HR,0.8524242935114545,0.14634803931868956,0.6897393432227021,0.18101600434295617,0.9740566249325814,0.5548723886962579,0.7294050813567028,0.09681676088791102,0.5042526415383792,0.029254709870783713,0.8825229268878519,0.8604010766495104,0.1583392612683886
2848,Escherichia_coli,NC_025449,Inf,0.149528705438328,0.251155102472126,-15.359513513401,1,NC_025449:Escherichia_coli,NCBI_HR,0.5433208778832238,0.2376371411904642,0.9584811888584543,0.06398745952149543,0.9259090692072732,0.25455089667406994,0.6716364826913956,0.04521237890475727,0.5650053723211429,0.13379424687419572,0.6768455930984135,0.5326396734472282,0.9081172488291572
2849,Escherichia_coli,NC_025447,Inf,0.330310835141935,0.347908457817234,-16.6564684163709,0,NC_025447:Escherichia_coli,NCBI_HR,0.534935422812859,0.5143650762768196,0.686763418752323,0.023109252989267914,0.5931536932434666,0.9339708498040137,0.8105174496073634,0.5119116333416196,0.6306495392210315,0.4205371624200597,0.8231708940049969,0.5601877437326125,0.21767313424065726
2850,Salmonella_enterica,NC_025443,Inf,0.220922901652894,0.254317625275517,-9.05828169795478,0,NC_025443:Salmonella_enterica,NCBI_HR,0.25139621118947775,0.9565707766229378,0.4958795494996593,0.047493361928033884,0.8601766386300088,0.5022110980210583,0.9271026938075502,0.18230004606195327,0.5764991414139513,0.28718218806799933,0.22223125809770405,0.02728050395009818,0.8268720826062761
2851,Salmonella_enterica,NC_025442,Inf,0.131965021010387,0.208746071402114,4.5445686040763,0,NC_025442:Salmonella_enterica,NCBI_HR,0.28739286955618326,0.5014311476461045,0.40592078630205297,0.10940822056852151,0.7129717572513099,0.774266382868879,0.41915222787668016,0.8777493786888526,0.1992144105599355,0.7443888564790636,0.578561151251082,0.745114534773332,0.03850104097500684
2852,Mesorhizobium_loti,NC_025431,Inf,0.190218872179197,0.233128285370334,-1.87346711556692,0,NC_025431:Mesorhizobium_loti,NCBI_HR,0.8165257790618871,0.25697525491060325,0.5076017195088645,0.1587376891943597,0.8434933857606153,0.23548615816350116,0.6345420959322426,0.9009900037049137,0.6225162990558559,0.16852737104588722,0.946419912663957,0.7800401998472153,0.2711003842659403
2853,Rhizobium_leguminosarum,NC_025429,Inf,0.194359795946648,0.222647701001882,-10.9940514509144,0,NC_025429:Rhizobium_leguminosarum,NCBI_HR,0.16482988865622217,0.6937157433533155,0.33374826260578605,0.12479537389318829,0.3404317993938597,0.3812939024518367,0.4119372821837973,0.5223749833234608,0.8935348645187909,0.11495730246355373,0.5592750394112369,0.5793314667741993,0.9938278325101413
2854,Ruegeria_pomeroyi,NC_025428,Inf,0.149100009671151,0.202577105946127,-0.0897572385835588,0,NC_025428:Ruegeria_pomeroyi,NCBI_HR,0.35666675975033746,0.8442121506048644,0.9816971963941086,0.1236737418959103,0.9899065406897892,0.1881768523346733,0.8098429939021564,0.766494537365337,0.043279106643522525,0.7871146590085453,0.18010105019273726,0.4366190032590499,0.6660353173018806
2855,Bacillus_thuringiensis,NC_025424,Inf,0.0520230113134227,0.166874896987212,0.181021073991481,1,NC_025424:Bacillus_thuringiensis,NCBI_HR,0.10865955221444246,0.6877775825614707,0.9449132556130027,0.2104039750302108,0.927125038971476,0.7196160352596591,0.4259013013558991,0.306985962979501,0.7384171218564584,0.6814374264834713,0.952717547733948,0.34983564031710146,0.1583743658939628
2856,Escherichia_coli,NC_024125,Inf,0.153098135688835,0.254062235152409,-15.4952860062746,1,NC_024125:Escherichia_coli,NCBI_HR,0.785410714750959,0.02418530990599055,0.6666046523714713,0.7749895753925811,0.8570191872617473,0.023771809419579903,0.40889411365746176,0.7362363434093884,0.25281712856673977,0.13766519148341638,0.10349842852726321,0.9078509889670076,0.14918013994277868
2857,Vibrio_cholerae,NC_024369,Inf,0.0332280070249673,0.127987007476337,-1.49568784268888,1,NC_024369:Vibrio_cholerae,NCBI_HR,0.8683900095133656,0.032157209209147886,0.44379775312592007,0.3759120929216544,0.39082683478060565,0.30898831733621746,0.9554655018006691,0.18967902195507313,0.7860443897740711,0.7168631983252939,0.19076356072849165,0.19764854184862857,0.12034689198421566
2858,Ralstonia_solanacearum,NC_025115,Inf,0.0376328202575876,0.102821411994944,-2.04501079022663,1,NC_025115:Ralstonia_solanacearum,NCBI_HR,0.5044642259423593,0.9440038521932782,0.16905419387355825,0.7106776166308332,0.06935844126089341,0.4396794806209652,0.08978009283642785,0.7679666754491439,0.0881885510098076,0.5093325432500307,0.1680249793369618,0.8443873729771819,0.30935927363875326
2859,Escherichia_coli,NC_024794,Inf,0.195554698753891,0.291822608454133,-13.0452391381029,1,NC_024794:Escherichia_coli,NCBI_HR,0.7083932726295359,0.22231407842568485,0.20873910282295982,0.17469414361326185,0.445382813130473,0.720286416713753,0.10522066242260597,0.018039642615164553,0.9055572593139499,0.8233080441910441,0.80759227746928,0.35788437945984974,0.009803685881617397
2860,Vibrio_cholerae,NC_024791,Inf,0.401003450091669,0.38920955446536,-4.76628816632648,0,NC_024791:Vibrio_cholerae,NCBI_HR,0.05826120122557665,0.36844738533490473,0.9370464634884269,0.7920734961442029,0.12520651989108755,0.9852488933964344,0.8991944275406017,0.5107060869090453,0.38270432775813645,0.6894692526539324,0.5064715397139674,0.2879770535719858,0.8388347523259091
2861,Escherichia_coli,NC_024790,Inf,0.489028653686741,0.4132917055529,-7.42565172703274,0,NC_024790:Escherichia_coli,NCBI_HR,0.10182300093294194,0.055820832508153506,0.6609853452817541,0.424115101814994,0.794236354202,0.13818985400871697,0.3352066152382872,0.19777795356571104,0.12053493350562017,0.14637786307754153,0.9212676557040943,0.2666384453020566,0.2325539781458591
2862,Acinetobacter_baumannii,NC_024785,Inf,0.0797167269618531,0.191765188719063,-1.36348643200296,1,NC_024785:Acinetobacter_baumannii,NCBI_HR,0.19449524305343102,0.1295001954755185,0.17606162808677817,0.020579673375245022,0.6364363723504319,0.8437638000308599,0.12696520294345548,0.15890004691983928,0.13033389825491537,0.9353872549463323,0.9304517012580062,0.3841994207800782,0.10463805751018684
2863,Escherichia_coli,NC_024783,Inf,0.086793415714871,0.185076601534843,3.70491339248809,0,NC_024783:Escherichia_coli,NCBI_HR,0.921129603343059,0.7819977090737052,0.06513751508174914,0.024349163743229152,0.4225913116119985,0.6896047687659294,0.5066132009915363,0.37776541739598846,0.29968270231365735,0.2351426755302365,0.8529099003398464,0.5859742767048104,0.135386214145923
2864,Pseudomonas_aeruginosa,NC_024782,Inf,0.0606061776887541,0.144907740322788,-2.37964702966273,1,NC_024782:Pseudomonas_aeruginosa,NCBI_HR,0.5363351386316599,0.49188405578822647,0.5019607170350622,0.23513091731480706,0.40267857760891956,0.3386585052266521,0.9860708952407369,0.716502227562228,0.08647777929389489,0.015481229510246886,0.2406444206491195,0.47929808520408534,0.10735708259133714
2865,Listeria_monocytogenes,NC_024392,Inf,0.338584483278462,0.315243097244536,-1.59552218253148,1,NC_024392:Listeria_monocytogenes,NCBI_HR,0.3160905937792543,0.7381890753443092,0.35230892628611377,0.7138182523333002,0.7736040144156262,0.9301305324558596,0.7928128928511673,0.874544438382759,0.381554103583732,0.659148143953591,0.010607053039474734,0.8717324262778154,0.8597042141107173
2866,Staphylococcus_aureus,NC_024391,Inf,0.180672008523442,0.251692692021094,3.08617042354869,1,NC_024391:Staphylococcus_aureus,NCBI_HR,0.14746916149055822,0.9967255095151514,0.10460900162855491,0.6940776048036762,0.19642009744177602,0.5633281166358014,0.006290272186035284,0.8789760696757575,0.047551483961371876,0.35395367773142594,0.7281232610979675,0.060657673289330694,0.7157358616968376
2867,Listeria_monocytogenes,NC_024387,Inf,0.0640793516666551,0.181778511840298,-2.57855389800495,1,NC_024387:Listeria_monocytogenes,NCBI_HR,0.8704720145209124,0.6831829613167283,0.9969645002929612,0.7020622398207816,0.23390125190489908,0.8733127138432051,0.8110864494884259,0.5246737887497656,0.7724031108078262,0.8261147836132292,0.43027730564621214,0.4582969716837748,0.2454141297126411
2868,Listeria_monocytogenes,NC_024384,Inf,0.0900611958868098,0.185864340096163,-1.47632043361043,1,NC_024384:Listeria_monocytogenes,NCBI_HR,0.5931569859460865,0.04968828875291609,0.7775797187001493,0.9879296908101038,0.3362927345230209,0.16057606573147354,0.95602656426892,0.09614971528862148,0.017443555298509383,0.7087670297063581,0.4573901405770745,0.4858715267774585,0.7193716843354903
2869,Escherichia_coli,NC_024379,Inf,0.535179852981006,0.454314019530397,-0.843312250881382,0,NC_024379:Escherichia_coli,NCBI_HR,0.2284844934585598,0.6980616532591047,0.1735255308142727,0.8607557085940115,0.4693969813032637,0.6222864863624107,0.6890345621013415,0.6726968939368632,0.8287315706570924,0.19739103234729005,0.9687626479207454,0.8311812419926403,0.6793859498619794
2870,Listeria_monocytogenes,NC_024375,Inf,0.337159654408755,0.313180308310675,-1.77228919985494,1,NC_024375:Listeria_monocytogenes,NCBI_HR,0.6246794011131592,0.6711701128753829,0.4010884719466995,0.5060689418250679,0.6317995865814854,0.47356805835761806,0.3120221162271214,0.5778437067582995,0.9780495604234158,0.4533665866948514,0.2866281346931644,0.9207919322956972,0.20580301774062815
2871,Mycobacterium_smegmatis,NC_024371,Inf,0.114622807706961,0.217112695525945,-9.79891110769982,0,NC_024371:Mycobacterium_smegmatis,NCBI_HR,0.5721218632418555,0.07274314489408629,0.06858583878216118,0.6265731772852292,0.8382941290161562,0.19143001525621672,0.997124566813368,0.5501986620393434,0.07496326154242494,0.7094807014158875,0.9212575784759898,0.7114982882766159,0.729162051492335
2872,Dinoroseobacter_shibae,NC_024367,Inf,0.221005487990502,0.276638587101691,-16.7551756643923,0,NC_024367:Dinoroseobacter_shibae,NCBI_HR,0.8775655449649404,0.9063696699531734,0.6772978599544941,0.013516295274827672,0.018575243452915502,0.5090906773489268,0.47962104409826545,0.08952918881403715,0.5415634051376305,0.8527580102787125,0.37346004528301946,0.2231565637492554,0.47224871166914417
2873,Pseudomonas_syringae,NC_024362,Inf,0.263289159232348,0.308614093489438,-3.34086721272921,0,NC_024362:Pseudomonas_syringae,NCBI_HR,0.7243755778767438,0.49409121759783026,0.057732075081026624,0.30146283910052396,0.7474605193880101,0.32219471607808625,0.9754554372684937,0.19617938993022654,0.6332569803505517,0.6930660432216125,0.2068668237001886,0.166590330505494,0.4842960493056053
2874,Enterococcus_faecium,NC_024356,Inf,0.30051487703597,0.326609608348192,-2.97007250502374,0,NC_024356:Enterococcus_faecium,NCBI_HR,0.9436579401976257,0.6443335679516069,0.9305483168307421,0.1891759907715539,0.8270594820240561,0.4686559548833851,0.6598674574161421,0.49829649130032716,0.7790518423501853,0.04605146691173867,0.9890924897075615,0.9302283128523213,0.9371925476671881
2875,Cronobacter_sakazakii,NC_024354,Inf,0.347255263242357,0.32782220275921,-6.04119275071636,0,NC_024354:Cronobacter_sakazakii,NCBI_HR,0.40782003544778966,0.5455719734130102,0.7368822505394145,0.8415095826563319,0.38023663670973085,0.1583438453498266,0.23366106514374918,0.5150022428996724,0.03253760843625997,0.28503623021165114,0.18176660795532762,0.0797233430159745,0.05087373162090969
2876,Pseudomonas_syringae,NC_024365,Inf,0.0451197720177791,0.118614986772914,-2.14611802279271,1,NC_024365:Pseudomonas_syringae,NCBI_HR,0.9074598642347672,0.622270065282591,0.6660731716603153,0.4831222984264846,0.7343132556475545,0.49966239892099107,0.706577026150176,0.7501273233261699,0.12210624648376855,0.3184084640059913,0.5864611290524664,0.2237426389403373,0.7362399013541598
2877,Pseudomonas_aeruginosa,NC_024330,Inf,0.0623302441913764,0.148293103982489,-2.32782171662961,1,NC_024330:Pseudomonas_aeruginosa,NCBI_HR,0.8797315561541994,0.05062862786538436,0.40179940594371966,0.23259601132155172,0.519734512899782,0.6624523685200986,0.2651197154097522,0.8728729917090317,0.5516569772334443,0.9032075988745082,0.7747334530237737,0.8315231050466515,0.30172263416153466
2878,Vibrio_anguillarum,NC_023863,Inf,0.502315902093882,0.441220856219838,-0.36142359985233,0,NC_023863:Vibrio_anguillarum,NCBI_HR,0.3200417960642151,0.043334757185585104,0.5834052023239467,0.8497512909812349,0.2723637223818004,0.7149664813070281,0.07484364272791943,0.09689796359519987,0.3028607011602722,0.5582364665201346,0.8948347685179096,0.5728440599844297,0.21826166905528688
2879,Enterococcus_faecalis,NC_023595,Inf,0.252936435062784,0.281439014237771,-3.08223163705749,1,NC_023595:Enterococcus_faecalis,NCBI_HR,0.514204621514766,0.2566500947930913,0.3739749694445449,0.2326601607054255,0.6704252884312258,0.7483904652520621,0.7407483711435479,0.5392686680663683,0.7195621581645607,0.2459035483073455,0.4439339566718168,0.9914136680060152,0.6867692468857185
2880,Lactococcus_lactis,NC_024215,Inf,0.311153659719027,0.338087013008464,-1.48238091977103,0,NC_024215:Lactococcus_lactis,NCBI_HR,0.16292659660049913,0.6989315648489489,0.48312982898367796,0.28430820846653415,0.4947551540010696,0.19584926654875912,0.43299305435096336,0.13678370315158872,0.5609131964431181,0.4473119059689483,0.992065158235343,0.8377392970310543,0.4377796474939427
2881,Lactococcus_lactis,NC_024214,Inf,0.315767005161687,0.341008475528621,-1.66480458342588,0,NC_024214:Lactococcus_lactis,NCBI_HR,0.9968104062702328,0.11752897303773102,0.6102232424625901,0.5870129962626347,0.8726009989759888,0.3353266140263318,0.3701934569228047,0.10981268311700099,0.257050287977717,0.755190420982287,0.4431035644534902,0.12109388154620004,0.7175904756317962
2882,Mycobacterium_smegmatis,NC_024209,Inf,0.146969634963669,0.21614122973601,-10.3528088679542,0,NC_024209:Mycobacterium_smegmatis,NCBI_HR,0.40727273436632017,0.7022044575315916,0.5162956548965121,0.4324558629072728,0.2092034213808226,0.8569826423205945,0.360712639635943,0.8485996069168038,0.7660376870312097,0.3683162944818066,0.04949907955398691,0.39263560706124423,0.9258368932975332
2883,Lactococcus_lactis,NC_024208,Inf,0.315358283952851,0.340125946526653,-1.5035926635888,0,NC_024208:Lactococcus_lactis,NCBI_HR,0.3942537741718545,0.951156646705988,0.1403675087313846,0.5189543096478508,0.4566676251751248,0.9038599564002382,0.02108648749478348,0.26157828993674936,0.627602360255547,0.222402582184676,0.8199209021306395,0.07515055934623338,0.2147711085792532
2884,Lactococcus_lactis,NC_024203,Inf,0.312954495306212,0.341595681300215,-1.46983638255256,0,NC_024203:Lactococcus_lactis,NCBI_HR,0.11538806447681071,0.5688752116758826,0.1445937091987779,0.053033551991919725,0.5376225231187919,0.6971995483652078,0.09061181593988676,0.8743104286482705,0.6213031099009343,0.018424323403152476,0.8986991894507805,0.8535107240713817,0.01471910470188198
2885,Enterococcus_faecalis,NC_024212,Inf,0.343954456877052,0.380128396750766,2.32770701581929,1,NC_024212:Enterococcus_faecalis,NCBI_HR,0.11732007288032487,0.9151418391038912,0.538881664196983,0.6118302472157275,0.5436956063627755,0.5855223695852931,0.6519939389718242,0.49744649906141536,0.21416375668704024,0.4870109390038293,0.1369978083138026,0.9574736370152717,0.8340945625593633
2886,Salmonella_enterica,NC_024204,Inf,0.142472468933279,0.238555832107147,-2.17434294894404,0,NC_024204:Salmonella_enterica,NCBI_HR,0.9860042928427287,0.21816921725541927,0.0762556464559695,0.2742020622607322,0.4334521825388753,0.3628212868962657,0.20422070816267224,0.10788795151714581,0.05305656227578526,0.5226930306453138,0.8364412445484959,0.7638032864963223,0.07543653124552419
2887,Lactococcus_garvieae,NC_024149,Inf,0.229177026553606,0.314056745618364,-7.6486814384942,0,NC_024149:Lactococcus_garvieae,NCBI_HR,0.9231890963763468,0.1146295751415074,0.04080505978815041,0.8303826806164153,0.36372933609313174,0.7745816753646547,0.3351354656600003,0.8200642245898702,0.5821563347402653,0.7810256360801879,0.9856655675932746,0.0335661205075134,0.5753948464769061
2888,Escherichia_coli,NC_024146,Inf,0.194599623246657,0.296857440681799,-6.87601391417764,0,NC_024146:Escherichia_coli,NCBI_HR,0.44095898969273917,0.09198356670841823,0.9872803404055683,0.1898641213078549,0.5445565614418229,0.8153594350901515,0.7023367459131636,0.8384681213920293,0.25456830127209384,0.5680353101636553,0.44449436194647085,0.9885941656178229,0.9001430917567556
2889,Escherichia_coli,NC_024139,Inf,0.330686672431868,0.328861290295863,-11.530159549239,0,NC_024139:Escherichia_coli,NCBI_HR,0.5370576904884176,0.5938301888521155,0.4669375731341051,0.7834333789652101,0.03445843926710568,0.3347869821235828,0.11534508300121293,0.5296830957326151,0.769268278121268,0.6660515745023301,0.8529815837084249,0.9431543593503126,0.6664765154685071
2890,Mycobacterium_smegmatis,NC_024138,Inf,0.091342024508796,0.173307957773785,-4.05041634712921,0,NC_024138:Mycobacterium_smegmatis,NCBI_HR,0.7853772301669047,0.4656120714573557,0.052358019479146645,0.44237225759243615,0.9539607037226636,0.8085140937517417,0.7721596147331722,0.055001153951885984,0.9890728256846281,0.6609760577811783,0.5029593877219887,0.6588431873236071,0.8489898196596382
2891,Mycobacterium_smegmatis,NC_024135,Inf,0.0715529294403668,0.163291321407338,-1.20399554544019,0,NC_024135:Mycobacterium_smegmatis,NCBI_HR,0.8006344340843293,0.033769236156148685,0.3757252651124299,0.5107379928001378,0.09175052383637006,0.3826586239127179,0.93342844032422,0.052996954124543416,0.014487313523167678,0.3667161406405489,0.7140716504265929,0.052297212391708925,0.8877500604805288
2892,Escherichia_coli,NC_024134,Inf,0.325826906263722,0.312167166485207,-7.16157591220288,0,NC_024134:Escherichia_coli,NCBI_HR,0.4672445603623081,0.4772084077237603,0.653457579298993,0.921756655641147,0.21646009093703744,0.8882583586058583,0.7769995434600697,0.09346499114677287,0.9288001879516542,0.040518053523986186,0.12319553365930691,0.24759869347007823,0.8359360904570085
2893,Serratia_marcescens,NC_024121,Inf,0.244040276558901,0.29922811681895,-17.9557592762645,0,NC_024121:Serratia_marcescens,NCBI_HR,0.5673362958511482,0.17011942264097168,0.23939960522565318,0.38880084224942757,0.4916463638057441,0.7355258617506801,0.02329553773374471,0.4807651895240156,0.4477962028204673,0.6619890455678611,0.9398936593719155,0.8084343498400461,0.08713324356568064
2894,Edwardsiella_ictaluri,NC_021342,Inf,0.378143148258021,0.358269442887093,-4.84485791817029,0,NC_021342:Edwardsiella_ictaluri,NCBI_HR,0.3811294379114807,0.09421012586478461,0.40184454202515685,0.22363259882546793,0.13060182429371403,0.8910030082691468,0.4930504607701569,0.1489534810841271,0.6831717879304172,0.11664075438055022,0.45086579584207,0.06487114504544689,0.03450170184699508
2895,Brevibacillus_laterosporus,NC_022980,Inf,0.106071689762389,0.202354426392584,-2.22490827885165,1,NC_022980:Brevibacillus_laterosporus,NCBI_HR,0.747503621721594,0.44653792054965336,0.29620987174661395,0.09000670782606635,0.18688645589951935,0.8536982527366583,0.6022190358032999,0.7778689164223744,0.8149720149194961,0.6974696527420307,0.4873527640630788,0.9257090520126107,0.7206146110174962
2896,Bacillus_megaterium,NC_022774,Inf,0.145956195745224,0.221342404066609,-3.04298072268944,0,NC_022774:Bacillus_megaterium,NCBI_HR,0.19830857706554905,0.663416301961065,0.309727788096831,0.9558405391001092,0.10114511739599208,0.014984536338390142,0.5433299362569239,0.8018760907437033,0.052569629065564394,0.9798082512294611,0.6787873859741663,0.5501117682388297,0.8564078159301207
2897,Salmonella_typhimurium,NC_022768,Inf,0.242360553169935,0.260552019347151,-6.60544760890797,0,NC_022768:Salmonella_typhimurium,NCBI_HR,0.953847694632646,0.5331346224683585,0.36905880576151906,0.8029787335922004,0.02448419082996167,0.04235260336247215,0.9948566327638246,0.034324749610947336,0.26880065421196864,0.8447143437775437,0.18507465919300958,0.010728775226477527,0.043898521772355314
2898,Pectobacterium_carotovorum,NC_023865,Inf,0.264731650990187,0.317827723719901,-6.84343533415267,0,NC_023865:Pectobacterium_carotovorum,NCBI_HR,0.2224777377691155,0.27906171581222183,0.4400557321857177,0.8051859205794669,0.3969358811636928,0.15021254017888197,0.671806110602368,0.0414335109295727,0.3457081929261627,0.156701554886303,0.7616916522164318,0.2856967077426601,0.6565606931385833
2899,Microbacterium_oxydans,NC_023859,Inf,0.0853830313056413,0.181588576489897,-5.54688320498315,0,NC_023859:Microbacterium_oxydans,NCBI_HR,0.2835502089161416,0.5855596133890573,0.23402088104282426,0.9938700214094888,0.6095047000627617,0.8707388468414388,0.5313965875645116,0.03854574764471075,0.6468979411825966,0.2944000428141814,0.3625656138631633,0.8598946500888265,0.0011442495238147554
2900,Escherichia_coli,NC_023743,Inf,0.173097646816141,0.245979811660062,-6.75175720242989,0,NC_023743:Escherichia_coli,NCBI_HR,0.8296352497316148,0.6596398155360148,0.37903314307455127,0.9056932545102825,0.4190888736217466,0.04112440048722821,0.3171436005588655,0.39134912562042934,0.6566639109538495,0.07469084862982256,0.11591747119923623,0.8344189130500955,0.9917665391480566
2901,Mycobacterium_smegmatis,NC_023737,Inf,0.117631374604251,0.146655453483401,-2.66819041676325,1,NC_023737:Mycobacterium_smegmatis,NCBI_HR,0.7924048970171804,0.9816902526809435,0.5784913055866857,0.6855612473803976,0.4261323419991053,0.9082965460995501,0.279954803861464,0.5391537978339257,0.19715788934707157,0.8677397984758439,0.1814784287111656,0.3666475080931051,0.22063080954333525
2902,Ralstonia_solanacearum,NC_023736,Inf,0.284418213768458,0.295137872614751,-5.11625622822693,0,NC_023736:Ralstonia_solanacearum,NCBI_HR,0.23587547704181788,0.549211539110664,0.34614610398524104,0.4622746150839694,0.6622847458063214,0.6642398343836707,0.8218208084553654,0.0012530359867243268,0.6112797180850255,0.33242878819762745,0.3616027629700863,0.8929783401948281,0.23654217593438154
2903,Mycobacterium_smegmatis,NC_023733,Inf,0.114891468439976,0.144879230097651,-2.63535048847024,1,NC_023733:Mycobacterium_smegmatis,NCBI_HR,0.1525595332390578,0.6465811411516494,0.15626480908976292,0.36098425866949235,0.6673425118737885,0.3470557548088843,0.900962724648164,0.02726639213776494,0.2672036955851832,0.3091372459596632,0.755232066809753,0.976319855018107,0.7611576134694394
2904,Mycobacterium_smegmatis,NC_023725,Inf,0.113851011559346,0.144777883000045,-2.7512994217721,0,NC_023725:Mycobacterium_smegmatis,NCBI_HR,0.5962488180378135,0.2962659444472977,0.13458511124838501,0.122806897983461,0.1890053688018558,0.33238091787999113,0.4434177764111279,0.7556050647536796,0.021979133200693668,0.04964297041692378,0.9731349151173163,0.9132124938209929,0.5342273506941295
2905,Bacillus_megaterium,NC_023719,Inf,0.19090177012444,0.227776818900466,-8.34909884501139,0,NC_023719:Bacillus_megaterium,NCBI_HR,0.8889688882581416,0.5162292556378857,0.3458789611478821,0.16053963326539866,0.4101336387491691,0.9023477210900062,0.23582727378991497,0.5988501044632767,0.6691846472943624,0.01113503342734068,0.754860012902911,0.9798087526791206,0.8225029899704244
2906,Cronobacter_sakazakii,NC_023717,Inf,0.370657328730359,0.340309210166167,-6.31697493423762,0,NC_023717:Cronobacter_sakazakii,NCBI_HR,0.8663833250542142,0.5897019133166017,0.5480030005270127,0.4079830814439124,0.3714561494300025,0.38363787900953294,0.8866547342645074,0.1285421293799348,0.2269152673893131,0.9500546398796749,0.9132685021629803,0.06728228515533596,0.7319947924607442
2907,Yersinia_pestis,NC_023715,Inf,0.576394265258742,0.498951757418346,-0.536462418107121,0,NC_023715:Yersinia_pestis,NCBI_HR,0.8571316154130618,0.5870870961447151,0.7022368321330305,0.21795955793176947,0.9286360544645238,0.030316100139206492,0.8778069899221528,0.748213330587294,0.46499637028946395,0.9974343106046321,0.29152427977948525,0.6574721752600301,0.7122198961736391
2908,Mycobacterium_smegmatis,NC_023714,Inf,0.116626233600225,0.146089622369209,-2.56546374276897,0,NC_023714:Mycobacterium_smegmatis,NCBI_HR,0.4609447437790699,0.40432457302245306,0.28086049268854996,0.5800356568510668,0.2487876697512158,0.30336167340343656,0.8328537700162019,0.6691721193904686,0.5004960917532476,0.8338935384261554,0.38516355223946463,0.00711881610823728,0.16845071420789282
2909,Pseudomonas_aeruginosa,NC_023700,Inf,0.0637752387142582,0.146784592888206,-1.71260535644306,1,NC_023700:Pseudomonas_aeruginosa,NCBI_HR,0.3266708544862431,0.6472974770586308,0.19953496478977517,0.6174011287492298,0.5946350150322804,0.08826012883670842,0.6862041183538801,0.7001392511038307,0.6458388031664255,0.9354328965195413,0.8750035757380155,0.5435759947476173,0.7273682453600588
2910,Mycobacterium_smegmatis,NC_023698,Inf,0.0879274425004725,0.169234321986029,-6.42979397435008,0,NC_023698:Mycobacterium_smegmatis,NCBI_HR,0.04072871826721669,0.5566210305529163,0.7985468843321413,0.9074659846865935,0.9130365524645668,0.6760360837824733,0.7504264095437968,0.4698907461729116,0.7053770980045083,0.8007340804634184,0.768745822567334,0.28034380571207873,0.9521469772767235
